otu,Genus,counts
Otu00837,Acidimicrobiales_unclassified,30
Otu00838,Kosakonia,200
Otu00839,Chitinophagaceae_unclassified,1
Otu00840,Actinobacteria Rank3,198
Otu00841,Bacteroidales_unclassified,92
Otu00842,Comamonadaceae_unclassified,110
Otu00843,Methyloversatilis,148
Otu00844,Candidatus_Saccharibacteria_unclassified,7
Otu00845,Bacillaceae_2_unclassified,2
Otu00846,Pseudonocardiaceae_unclassified,5
Otu00847,Bacteria_unclassified,215
Otu00850,Proteobacteria_unclassified,206
Otu00851,Bacillales_unclassified,1
Otu00852,Bacillus,1
Otu00853,Bacteria_unclassified,40
Otu00854,Sphingomonadales_unclassified,201
Otu00855,Comamonadaceae_unclassified,16
Otu00856,Planomicrobium,2
Otu00857,Nocardioides,193
Otu00858,Actinoplanes,161
Otu00860,Actinomadura,3
Otu00861,Paenibacillus,121
Otu00862,Gammaproteobacteria_unclassified,4
Otu00865,Bacteria_unclassified,61
Otu00866,Gaiella,1
Otu00867,Flavobacterium,139
Otu00868,Exiguobacterium,168
Otu00870,Rhizobiales_unclassified,112
Otu00871,Gp16_unclassified,15
Otu00872,Pontibacter,1
Otu00873,Ilumatobacter,206
Otu00874,Pseudonocardiaceae_unclassified,1
Otu00875,Pseudonocardia,67
Otu00876,Myxococcales_unclassified,163
Otu00877,Marinobacter,207
Otu00878,Adhaeribacter,2
Otu00879,Pontibacter,1
Otu00880,Erythrobacteraceae_unclassified,103
Otu00881,Herpetosiphon,27
Otu00882,Gammaproteobacteria_unclassified,206
Otu00885,Sphingomonas,29
Otu00886,Rhizobiales_unclassified,151
Otu00887,Enterobacteriaceae_unclassified,202
Otu00888,Actinomadura,1
Otu00889,Bacillaceae_1_unclassified,2
Otu00890,Flavobacteriaceae_unclassified,204
Otu00891,Bacteria_unclassified,1
Otu00892,Nitriliruptor,12
Otu00893,Adhaeribacter,2
Otu00895,Aciditerrimonas,15
Otu00896,Spirochaetaceae_unclassified,202
Otu00897,Psychroflexus,201
Otu00898,Bacteria_unclassified,2
Otu00899,Roseibacillus,201
Otu00900,Sphingomonas,14
Otu00901,Phenylobacterium,5
Otu00902,Enterobacteriaceae_unclassified,197
Otu00903,Opitutus,1
Otu00905,Sphaerobacteraceae_unclassified,3
Otu00906,Cytophagaceae_unclassified,1
Otu00907,Nitrospira,55
Otu00908,Kineosporia,109
Otu00909,Actinophytocola,2
Otu00910,Lachnospiraceae_unclassified,190
Otu00911,Rhizobiales_unclassified,48
Otu00913,Deinococcus,191
Otu00914,Clostridium_XlVb,165
Otu00915,Pseudomonas,191
Otu00916,Flavobacterium,54
Otu00917,Pontibacter,1
Otu00918,Enterobacteriaceae_unclassified,73
Otu00919,Alicyclobacillaceae_unclassified,8
Otu00921,Gaiella,190
Otu00922,Agromyces,178
Otu00923,Microbacteriaceae_unclassified,99
Otu00924,Gp4_unclassified,2
Otu00925,Burkholderiales_unclassified,4
Otu00927,Bacteria_unclassified,34
Otu00928,Methylophaga,190
Otu00929,Ilumatobacter,64
Otu00932,Burkholderiales_unclassified,182
Otu00933,Sphingomonadales_unclassified,11
Otu00934,Rubellimicrobium,2
Otu00935,Aureimonas,175
Otu00936,Alphaproteobacteria_unclassified,1
Otu00937,Bacteria_unclassified,91
Otu00938,Rheinheimera,186
Otu00939,Nitriliruptor,2
Otu00940,Aliidiomarina,185
Otu00941,Bacteria_unclassified,2
Otu00942,Chitinophaga,176
Otu00943,Alphaproteobacteria_unclassified,1
Otu00944,Bacillales_unclassified,1
Otu00945,Ornithinibacillus,1
Otu00946,Steroidobacter,14
Otu00947,Rheinheimera,148
Otu00948,Caulobacteraceae_unclassified,20
Otu00951,Rhizobiales_unclassified,3
Otu00953,Lachnospiraceae_unclassified,160
Otu00954,Limnobacter,162
Otu00955,Actinobacteria Rank3,33
Otu00956,Caulobacter,43
Otu00957,Paenibacillaceae_1_unclassified,5
Otu00958,Rhodobacteraceae_unclassified,1
Otu00959,Lacibacterium,71
Otu00960,Clostridium_sensu_stricto,107
Otu00961,Massilia,125
Otu00962,Alcaligenaceae_unclassified,9
Otu00963,Bacteria_unclassified,6
Otu00964,Flavobacterium,24
Otu00965,Bacteria_unclassified,21
Otu00966,Marivirga,179
Otu00968,Chitinophagaceae_unclassified,1
Otu00969,Acidimicrobiales_unclassified,3
Otu00970,Jiangella,14
Otu00971,Terrimicrobium_unclassified,78
Otu00973,Nocardioides,79
Otu00974,Nocardioides,154
Otu00975,Salinicoccus,2
Otu00976,Sphingobacterium,177
Otu00978,Fusibacter,167
Otu00979,Chitinophaga,29
Otu00980,Solirubrobacterales_unclassified,92
Otu00981,Ohtaekwangia_unclassified,173
Otu00982,Bacteria_unclassified,103
Otu00983,Rubellimicrobium,3
Otu00985,Geminicoccus_unclassified,17
Otu00986,Gaiella,73
Otu00987,Streptomycetaceae_unclassified,3
Otu00988,Oceanobacillus,2
Otu00989,Pseudomonadaceae_unclassified,1
Otu00990,Gp16_unclassified,1
Otu00991,Marinobacter,171
Otu00992,Rheinheimera,164
Otu00993,Pantoea,168
Otu00994,Salinimicrobium,2
Otu00995,Actinomycetales_unclassified,1
Otu00996,Gemmatimonas,2
Otu00997,Actinobacteria Rank3,5
Otu00998,Nocardioides,151
Otu00999,Zoogloea,148
Otu01000,Massilia,112
Otu01001,Bacteroidetes_unclassified,4
Otu01002,Halomonas,168
Otu01003,Verrucomicrobium,63
Otu01004,Tamlana,168
Otu01005,Flavobacteriaceae_unclassified,168
Otu01007,Steroidobacter,92
Otu01008,Aliifodinibius_unclassified,5
Otu01009,Peredibacter,131
Otu01010,Rhizobiales_unclassified,26
Otu01011,Sphingobacteriaceae_unclassified,164
Otu01012,Halomonas,163
Otu01013,Gammaproteobacteria_unclassified,142
Otu01014,Methylophaga,162
Otu01015,Pseudomonas,26
Otu01016,Jiangellaceae_unclassified,1
Otu01017,Halomonas,157
Otu01019,Myxococcales_unclassified,10
Otu01020,Microbacteriaceae_unclassified,55
Otu01021,Saccharopolyspora,3
Otu01022,Truepera,4
Otu01023,Sphingomonadales_unclassified,14
Otu01024,Comamonadaceae_unclassified,144
Otu01025,Pontibacter,2
Otu01027,Rubellimicrobium,10
Otu01028,Solirubrobacterales_unclassified,160
Otu01029,Microbacteriaceae_unclassified,102
Otu01030,Sphaerobacteraceae_unclassified,20
Otu01031,Cellvibrio,154
Otu01032,Rhizobiaceae_unclassified,85
Otu01033,Crocinitomix,159
Otu01036,Geminicoccus_unclassified,23
Otu01038,Ferribacterium,152
Otu01039,Litorilinea,131
Otu01040,Rhodospirillaceae_unclassified,1
Otu01043,Solirubrobacter,1
Otu01044,Chryseobacterium,149
Otu01045,Lentzea,42
Otu01046,Sphingobium,29
Otu01048,Betaproteobacteria_unclassified,77
Otu01049,Luteolibacter,154
Otu01050,Solirubrobacterales_unclassified,148
Otu01051,Ruminococcaceae_unclassified,155
Otu01052,Rhodocyclaceae_unclassified,153
Otu01053,Bacteria_unclassified,1
Otu01054,Cellvibrio,154
Otu01055,Rhizobiales_unclassified,27
Otu01056,Pedobacter,153
Otu01057,Acidobacteria_unclassified,12
Otu01060,Pantoea,132
Otu01061,Alcaligenaceae_unclassified,153
Otu01062,Leucobacter,16
Otu01063,Sphaerobacteraceae_unclassified,1
Otu01064,Actinobacteria Rank3,1
Otu01065,Paenibacillus,144
Otu01066,Nocardioides,140
Otu01067,Idiomarina,151
Otu01068,Vibrionaceae_unclassified,150
Otu01069,Alphaproteobacteria_unclassified,5
Otu01070,Duganella,119
Otu01074,Formivibrio,87
Otu01075,Chelatococcus,67
Otu01076,Dongia,81
Otu01077,Kallotenue,3
Otu01078,Betaproteobacteria_unclassified,66
Otu01079,Bacillaceae_1_unclassified,2
Otu01081,Erythrobacteraceae_unclassified,16
Otu01082,Sporolactobacillaceae_unclassified,13
Otu01083,Sporolactobacillaceae_unclassified,1
Otu01084,Hymenobacter,146
Otu01085,Bacillales_unclassified,1
Otu01086,Myxococcales_unclassified,101
Otu01087,Flavobacteriaceae_unclassified,129
Otu01089,Halomonas,147
Otu01090,Paenibacillus,84
Otu01091,Nocardioides,5
Otu01093,Jonesia,144
Otu01094,Acidimicrobiales_unclassified,29
Otu01095,Permianibacter,137
Otu01096,Actinobacteria Rank3,7
Otu01097,Rhodobiaceae_unclassified,1
Otu01098,Pseudonocardia,10
Otu01099,Actinomycetales_unclassified,44
Otu01102,Pseudonocardia,126
Otu01103,Gammaproteobacteria_unclassified,16
Otu01104,Gp4_unclassified,139
Otu01106,Rhodobacteraceae_unclassified,142
Otu01107,Desulfovibrio,106
Otu01108,Chloroflexi_unclassified,104
Otu01109,Rhodospirillales_unclassified,112
Otu01110,Chloroflexi_unclassified,12
Otu01111,Hyphomicrobiaceae_unclassified,72
Otu01112,Nocardioides,137
Otu01114,Rhizobiales_unclassified,91
Otu01115,Myxococcales_unclassified,121
Otu01117,Armatimonadetes_gp5_unclassified,45
Otu01120,Marinobacter,139
Otu01122,Gaiella,7
Otu01123,Gp3_unclassified,2
Otu01124,Pedobacter,103
Otu01125,Clostridium_sensu_stricto,114
Otu01126,Comamonadaceae_unclassified,132
Otu01128,Methylocystis,44
Otu01129,Ferrovibrio,35
Otu01131,Rhizobiales_unclassified,63
Otu01132,Actinobacteria Rank2,136
Otu01135,Chryseolinea_unclassified,89
Otu01136,Sphingomonas,12
Otu01137,Alphaproteobacteria_unclassified,123
Otu01139,Nocardioidaceae_unclassified,137
Otu01140,Solirubrobacterales_unclassified,8
Otu01142,Pseudomonas,1
Otu01143,Ruminococcaceae_unclassified,129
Otu01144,Bacteria_unclassified,1
Otu01145,Acidimicrobiales_unclassified,22
Otu01146,Aquihabitans,111
Otu01148,Gp10_unclassified,134
Otu01149,Cohnella,53
Otu01150,Sphingobium,5
Otu01152,Acidimicrobiales_unclassified,81
Otu01153,Bacillus,109
Otu01154,Euzebya,1
Otu01155,Aridibacter_unclassified,7
Otu01156,Actinobacteria Rank3,127
Otu01157,Marinospirillum,134
Otu01159,Microbacteriaceae_unclassified,117
Otu01164,Pseudomonadaceae_unclassified,1
Otu01165,Polyangium,16
Otu01167,Cesiribacter,1
Otu01169,Alphaproteobacteria_unclassified,133
Otu01170,Nocardioides,1
Otu01172,Bacteria_unclassified,1
Otu01174,Actinobacteria Rank3,2
Otu01175,Actinobacteria Rank2,1
Otu01177,Clostridiales_unclassified,128
Otu01178,Opitutus,101
Otu01180,Nitriliruptor,2
Otu01181,Lysobacter,4
Otu01182,Caenispirillum,130
Otu01185,Enterobacteriaceae_unclassified,97
Otu01186,Bacteria_unclassified,94
Otu01188,Tahibacter,28
Otu01189,Nannocystis,108
Otu01192,Hydrogenophaga,106
Otu01194,Nocardioides,128
Otu01196,Gaiella,68
Otu01197,Deinococcales_unclassified,2
Otu01198,Gp16_unclassified,71
Otu01200,Xanthomonadaceae_unclassified,122
Otu01201,Rhodobacteraceae_unclassified,127
Otu01202,Bacillales_unclassified,1
Otu01203,Chryseobacterium,126
Otu01204,Solirubrobacterales_unclassified,23
Otu01206,Spirochaetaceae_unclassified,44
Otu01207,Actinobacteria Rank3,1
Otu01209,Kineosporia,110
Otu01212,Sphaerobacteraceae_unclassified,38
Otu01213,Terrimonas,106
Otu01214,Rhizobiales_unclassified,2
Otu01215,Actinobacteria Rank3,1
Otu01216,Enterobacteriaceae_unclassified,66
Otu01217,Legionella,124
Otu01218,Methylobacterium,120
Otu01219,Actinobacteria Rank2,5
Otu01220,Bacillus,1
Otu01224,Flammeovirgaceae_unclassified,15
Otu01225,Rhizobiales_unclassified,92
Otu01226,Acidimicrobiales_unclassified,100
Otu01229,Alkalibacterium,54
Otu01230,Bacillaceae_2_unclassified,2
Otu01233,Propionivibrio,95
Otu01235,Truepera,2
Otu01236,Bacillaceae_1_unclassified,8
Otu01237,Litorilinea,1
Otu01238,Methylopila,80
Otu01239,Oxalobacteraceae_unclassified,4
Otu01240,Herbaspirillum,3
Otu01241,Bacteroidales_unclassified,118
Otu01242,Nocardioides,2
Otu01244,Rhizobiales_unclassified,10
Otu01245,Enterobacteriaceae_unclassified,96
Otu01247,Chitinophagaceae_unclassified,70
Otu01248,Gammaproteobacteria_unclassified,77
Otu01249,Bacillus,2
Otu01250,Acidimicrobiales_unclassified,74
Otu01251,Sphaerobacteraceae_unclassified,10
Otu01253,Veillonellaceae_unclassified,104
Otu01255,Chloroflexi_unclassified,95
Otu01257,Marinomonas,118
Otu01258,Acidobacteria_Gp4_unclassified,1
Otu01259,Actinomycetales_unclassified,3
Otu01260,Azoarcus,116
Otu01261,Aridibacter_unclassified,19
Otu01262,Devosia,2
Otu01263,Gaiella,1
Otu01264,Micrococcaceae_unclassified,4
Otu01265,Georgenia,2
Otu01267,Bacteria_unclassified,2
Otu01269,Piscinibacter,90
Otu01271,Ohtaekwangia_unclassified,69
Otu01272,Actinomycetales_unclassified,111
Otu01273,Prosthecobacter,4
Otu01275,Subdivision3_unclassified,64
Otu01277,Gp6_unclassified,13
Otu01278,Rhodocyclaceae_unclassified,1
Otu01279,Corallococcus,111
Otu01281,Methylophaga,114
Otu01282,Flavobacteriaceae_unclassified,114
Otu01283,Gp6_unclassified,29
Otu01284,Gp3_unclassified,113
Otu01286,Flavobacteriaceae_unclassified,112
Otu01287,Gemmatimonas,1
Otu01291,Bacteroidetes_unclassified,112
Otu01292,Betaproteobacteria_unclassified,35
Otu01293,Gp6_unclassified,1
Otu01294,Gp17_unclassified,112
Otu01295,Nocardioides,111
Otu01296,Actinobacteria Rank2,42
Otu01297,Taibaiella,45
Otu01298,Betaproteobacteria_unclassified,87
Otu01299,Buttiauxella,95
Otu01300,Sporomusa,92
Otu01301,Caldilineaceae_unclassified,68
Otu01302,Nitrospira,1
Otu01303,Betaproteobacteria_unclassified,16
Otu01305,Methylobacterium,59
Otu01306,Rhizobiales_unclassified,2
Otu01307,Marinobacter,111
Otu01308,Saccharopolyspora,1
Otu01309,Betaproteobacteria_unclassified,1
Otu01310,Clostridium_sensu_stricto,92
Otu01311,Rhodobacteraceae_unclassified,89
Otu01312,Pseudomonadaceae_unclassified,36
Otu01313,Conexibacter,9
Otu01314,Chitinophagaceae_unclassified,43
Otu01315,Actinobacteria Rank3,1
Otu01316,Rhodospirillaceae_unclassified,1
Otu01319,Rivicola,10
Otu01321,Gp16_unclassified,79
Otu01322,Candidatus_Saccharibacteria_unclassified,48
Otu01324,Haloferula,109
Otu01326,Telmatospirillum,94
Otu01327,Bacteria_unclassified,107
Otu01332,Rhizobiales_unclassified,4
Otu01334,Oxalobacteraceae_unclassified,106
Otu01335,Gp16_unclassified,3
Otu01337,Halomonadaceae_unclassified,107
Otu01338,Hyphomicrobiaceae_unclassified,31
Otu01339,Betaproteobacteria_unclassified,1
Otu01340,Azospirillum,2
Otu01343,Veillonellaceae_unclassified,101
Otu01344,Luteolibacter,6
Otu01345,Adhaeribacter,1
Otu01348,Desulfuromonas,101
Otu01349,Solirubrobacterales_unclassified,5
Otu01350,Runella,103
Otu01352,Alphaproteobacteria_unclassified,77
Otu01354,Flavobacterium,15
Otu01355,Rhodobacteraceae_unclassified,13
Otu01356,Asticcacaulis,78
Otu01357,Acidobacteria_Gp4_unclassified,1
Otu01358,Halomonas,104
Otu01359,Paenibacillus,18
Otu01361,Reyranella_unclassified,56
Otu01362,Verrucomicrobiaceae_unclassified,10
Otu01363,Opitutus,64
Otu01364,Rhodocyclaceae_unclassified,80
Otu01367,Euzebya,3
Otu01368,Cytophagales_unclassified,23
Otu01370,Gaiella,41
Otu01371,Chitinophagaceae_unclassified,17
Otu01372,Flavitalea,101
Otu01373,Bacteria_unclassified,77
Otu01375,Pelagibacterium,1
Otu01376,Opitutus,50
Otu01378,Pseudomonas,103
Otu01381,Paenibacillaceae_1_unclassified,102
Otu01382,Acinetobacter,99
Otu01383,Terrimicrobium_unclassified,14
Otu01384,Bacteria_unclassified,68
Otu01385,Tumebacillus,34
Otu01386,Legionella,4
Otu01387,Litorilinea,63
Otu01388,Paenibacillaceae_1_unclassified,67
Otu01390,Rhodopirellula,2
Otu01391,Sphingomonadaceae_unclassified,5
Otu01393,Rhodospirillales_unclassified,84
Otu01394,Fictibacillus,64
Otu01395,Enterobacteriaceae_unclassified,98
Otu01396,Streptomycetaceae_unclassified,1
Otu01397,Myxococcales_unclassified,69
Otu01398,Sphingomonadaceae_unclassified,56
Otu01399,Iamiaceae_unclassified,1
Otu01400,Comamonadaceae_unclassified,89
Otu01402,Chitinophagaceae_unclassified,77
Otu01404,Gaiella,34
Otu01405,Marinobacter,100
Otu01406,Kribbella,1
Otu01407,Paenibacillus,78
Otu01408,Paenibacillus,33
Otu01409,Cytophagales_unclassified,28
Otu01410,Duganella,100
Otu01412,Desulfovibrio,96
Otu01413,Actinobacteria Rank3,50
Otu01415,Gp6_unclassified,80
Otu01416,Chloroflexi_unclassified,3
Otu01418,Eubacteriaceae_unclassified,98
Otu01419,Verrucomicrobium,22
Otu01420,Litorilinea,61
Otu01422,Nocardioides,19
Otu01423,Gp6_unclassified,76
Otu01424,Duganella,67
Otu01425,Agrococcus,74
Otu01426,Micrococcaceae_unclassified,5
Otu01428,Gp16_unclassified,5
Otu01429,Glycomyces,2
Otu01430,Chryseobacterium,96
Otu01431,Nocardioidaceae_unclassified,93
Otu01433,Flavobacterium,35
Otu01434,Actinomycetales_unclassified,13
Otu01435,Idiomarina,97
Otu01436,Flammeovirgaceae_unclassified,1
Otu01437,Gp6_unclassified,90
Otu01438,Betaproteobacteria_unclassified,64
Otu01439,Gaiella,17
Otu01441,Georgenia,1
Otu01443,Halomonas,97
Otu01445,Candidatus_Saccharibacteria_unclassified,2
Otu01447,Flavobacterium,93
Otu01448,Rhizobiaceae_unclassified,54
Otu01449,Aquabacterium,36
Otu01450,Myxococcales_unclassified,1
Otu01451,Sphingomonas,45
Otu01452,Methylophilaceae_unclassified,23
Otu01455,Clostridiales_unclassified,92
Otu01456,Hymenobacter,93
Otu01457,Nocardioides,2
Otu01458,Actinomycetospora,33
Otu01459,Sinobacteraceae_unclassified,93
Otu01460,Chitinophagaceae_unclassified,1
Otu01461,Rhizobiales_unclassified,59
Otu01462,Actinomycetales_unclassified,3
Otu01464,Niastella,76
Otu01465,Rhizobiales_unclassified,91
Otu01466,Hyphomicrobiaceae_unclassified,81
Otu01467,Bacillales_unclassified,1
Otu01468,Flavobacterium,11
Otu01469,Bdellovibrio,73
Otu01470,Bacteria_unclassified,93
Otu01472,Kofleria,75
Otu01474,Limnohabitans,81
Otu01475,Acidimicrobiales_unclassified,15
Otu01476,Alphaproteobacteria_unclassified,1
Otu01477,Nocardioides,6
Otu01479,Constrictibacter,22
Otu01480,Anaerolineaceae_unclassified,93
Otu01482,Bacillales_unclassified,1
Otu01483,Clostridiales_unclassified,92
Otu01485,Alterococcus,19
Otu01486,Kaistia,35
Otu01487,Bacteria_unclassified,1
Otu01488,Myxococcales_unclassified,89
Otu01489,Truepera,1
Otu01490,Acinetobacter,49
Otu01491,Serratia,92
Otu01494,Verrucomicrobia_unclassified,3
Otu01497,Myxococcales_unclassified,91
Otu01498,Chitinophagaceae_unclassified,22
Otu01501,Bradymonas,1
Otu01502,Bacteria_unclassified,1
Otu01504,Bacteria_unclassified,1
Otu01506,Betaproteobacteria_unclassified,17
Otu01508,Quadrisphaera,13
Otu01509,Bacteria_unclassified,1
Otu01510,Bacteria_unclassified,80
Otu01511,Bacteria_unclassified,1
Otu01512,Comamonadaceae_unclassified,31
Otu01513,Deltaproteobacteria_unclassified,90
Otu01514,Nocardioidaceae_unclassified,81
Otu01516,Gp16_unclassified,89
Otu01520,Gp6_unclassified,3
Otu01521,Pseudoduganella,67
Otu01523,Bacillales_unclassified,1
Otu01525,Kallotenue,1
Otu01526,Dysgonomonas,69
Otu01527,Acidimicrobiales_unclassified,9
Otu01528,Alphaproteobacteria_unclassified,88
Otu01529,Bacillus,1
Otu01530,Aquihabitans,2
Otu01531,Pedomicrobium,80
Otu01533,Rhodospirillaceae_unclassified,28
Otu01534,Aureimonas,88
Otu01536,Nocardioides,1
Otu01538,Cyclobacterium,88
Otu01539,Betaproteobacteria_unclassified,64
Otu01540,Acinetobacter,77
Otu01541,Marinobacter,88
Otu01542,Actinobacteria Rank2,55
Otu01543,Halomonadaceae_unclassified,88
Otu01544,Ruminococcaceae_unclassified,88
Otu01546,Bacillus,1
Otu01547,Bacillaceae_2_unclassified,1
Otu01549,Flavobacterium,84
Otu01551,Pseudomonas,53
Otu01552,Aridibacter_unclassified,2
Otu01554,Polyangiaceae_unclassified,76
Otu01555,Pelobacter,86
Otu01557,Chitinophagaceae_unclassified,82
Otu01558,Paenibacillus,1
Otu01560,Chitinimonas,82
Otu01563,Enterobacteriaceae_unclassified,80
Otu01565,Methylophaga,85
Otu01566,Kallotenue,2
Otu01567,Enterobacteriaceae_unclassified,84
Otu01568,Rhodospirillaceae_unclassified,85
Otu01569,Gp16_unclassified,27
Otu01570,Rhizobiales_unclassified,47
Otu01573,Neorhizobium,16
Otu01576,Rhodospirillales_unclassified,1
Otu01578,Deinococcales_unclassified,5
Otu01581,Cytophagales_unclassified,73
Otu01582,Actinobacteria Rank2,14
Otu01583,Myxococcales_unclassified,74
Otu01586,Candidatus_Saccharibacteria_unclassified,8
Otu01587,Gp6_unclassified,7
Otu01589,Flavihumibacter,25
Otu01591,Comamonadaceae_unclassified,1
Otu01592,Thalassospira,83
Otu01595,Polaromonas,34
Otu01596,Rubellimicrobium,8
Otu01597,Solirubrobacter,10
Otu01599,Bacillales_unclassified,1
Otu01600,Tessaracoccus,73
Otu01601,Nocardioides,65
Otu01602,Segetibacter,2
Otu01603,Myxococcales_unclassified,72
Otu01604,Bacteria_unclassified,82
Otu01606,Rhodospirillaceae_unclassified,67
Otu01607,Rhizobiales_unclassified,65
Otu01608,Sphingomonadales_unclassified,21
Otu01609,Actinobacteria Rank2,61
Otu01610,Microbacteriaceae_unclassified,4
Otu01611,Haloferula,81
Otu01612,Actinobacteria Rank3,22
Otu01614,Enterobacteriaceae_unclassified,74
Otu01615,Marinomonas,81
Otu01617,Chryseobacterium,22
Otu01618,Bacteria_unclassified,81
Otu01619,Methylophaga,72
Otu01620,Halomonas,80
Otu01621,Actinobacteria Rank3,1
Otu01623,Gp7_unclassified,1
Otu01626,Actinomycetales_unclassified,10
Otu01627,Phaselicystis,63
Otu01628,Microbacteriaceae_unclassified,1
Otu01629,Enterobacteriaceae_unclassified,23
Otu01630,Gp16_unclassified,49
Otu01633,Planococcaceae_unclassified,1
Otu01634,Gp3_unclassified,12
Otu01636,Nocardioides,27
Otu01638,Bacillus,2
Otu01639,Flavobacterium,73
Otu01640,Nitrosospira,19
Otu01641,Pontibacter,1
Otu01642,Prevotella,53
Otu01643,Gammaproteobacteria_unclassified,79
Otu01644,Gaiella,70
Otu01645,Conexibacter,2
Otu01646,Rhizobiales_unclassified,58
Otu01648,Gp6_unclassified,1
Otu01649,Sphingobacterium,44
Otu01650,Larkinella,15
Otu01651,Pseudomonas,66
Otu01652,Bacteria_unclassified,67
Otu01653,Rhodospirillaceae_unclassified,78
Otu01654,Roseomonas,72
Otu01655,Acidimicrobiales_unclassified,1
Otu01658,Cytophagales_unclassified,31
Otu01663,Gammaproteobacteria_unclassified,1
Otu01664,Rhizobiales_unclassified,2
Otu01665,Erythrobacteraceae_unclassified,68
Otu01666,Devosia,1
Otu01667,Bacteria_unclassified,27
Otu01668,Mucilaginibacter,20
Otu01670,Tistrella,77
Otu01672,Burkholderiales_unclassified,22
Otu01673,Aeromonadaceae_unclassified,44
Otu01674,Agromyces,67
Otu01675,Rhodobacteraceae_unclassified,77
Otu01676,Betaproteobacteria_unclassified,65
Otu01677,Enterobacteriaceae_unclassified,70
Otu01678,Bacteria_unclassified,23
Otu01679,Truepera,45
Otu01682,Gp6_unclassified,75
Otu01683,Desulfocapsa,70
Otu01684,Candidatus_Saccharibacteria_unclassified,15
Otu01686,Bacillaceae_1_unclassified,4
Otu01687,Pseudohongiella,76
Otu01690,Gp17_unclassified,76
Otu01691,Taibaiella,75
Otu01693,Alteromonadaceae_unclassified,76
Otu01694,Gammaproteobacteria_unclassified,19
Otu01695,Enterobacteriaceae_unclassified,64
Otu01696,Nocardioidaceae_unclassified,41
Otu01697,Myxococcales_unclassified,61
Otu01701,Sphingomonadaceae_unclassified,1
Otu01704,Sphaerobacteraceae_unclassified,2
Otu01705,Rhizobiaceae_unclassified,35
Otu01706,Sphingobacteriales_unclassified,75
